gender,age,number_of_kids,day,online_hours
MALE,59,0,1,4.749999999999999
MALE,59,0,3,7.25
MALE,59,0,4,6.066666666666667
MALE,59,0,5,6.066666666666666
MALE,59,0,7,6.433333333333334
MALE,59,0,8,3.8166666666666664
MALE,59,0,9,4.916666666666666
MALE,59,0,10,5.383333333333333
MALE,59,0,11,4.25
MALE,59,0,13,5.083333333333333
MALE,59,0,14,7.65
MALE,59,0,15,4.616666666666666
MALE,59,0,16,5.783333333333333
MALE,59,0,17,4.383333333333333
MALE,59,0,18,8.216666666666667
MALE,59,0,19,4.750000000000001
MALE,59,0,20,7.683333333333333
MALE,59,0,21,7.066666666666667
MALE,24,1,2,8.783333333333333
MALE,24,1,3,8.816666666666666
MALE,24,1,5,8.683333333333334
MALE,24,1,6,10.866666666666667
MALE,24,1,7,9.533333333333333
MALE,24,1,8,8.833333333333334
MALE,24,1,9,0.5833333333333334
MALE,24,1,10,9.0
MALE,24,1,11,8.05
MALE,24,1,12,7.016666666666667
MALE,24,1,13,7.633333333333333
MALE,24,1,14,8.916666666666666
MALE,24,1,15,7.133333333333333
MALE,24,1,16,8.75
MALE,24,1,17,10.4
MALE,24,1,18,8.516666666666666
MALE,24,1,19,8.233333333333334
MALE,24,1,20,8.283333333333333
MALE,24,1,21,9.766666666666666
MALE,24,1,22,0.95
MALE,20,2,1,4.033333333333333
MALE,20,2,2,1.7666666666666666
MALE,20,2,5,1.9666666666666668
MALE,20,2,6,1.45
MALE,20,2,7,3.1
MALE,20,2,8,3.55
MALE,20,2,9,1.1
MALE,20,2,10,10.85
MALE,20,2,12,2.3166666666666664
MALE,20,2,13,2.8166666666666664
MALE,20,2,14,3.666666666666667
MALE,20,2,15,3.7666666666666666
MALE,20,2,16,3.0833333333333335
MALE,20,2,17,8.133333333333333
MALE,20,2,19,1.9166666666666667
MALE,20,2,20,3.5166666666666666
MALE,20,2,21,2.683333333333333
MALE,29,0,1,6.316666666666666
MALE,29,0,2,8.166666666666668
MALE,29,0,3,9.2
MALE,29,0,4,5.666666666666666
MALE,29,0,5,6.7333333333333325
MALE,29,0,6,8.7
MALE,29,0,7,6.783333333333333
MALE,29,0,9,7.1499999999999995
MALE,29,0,10,8.666666666666666
MALE,29,0,11,10.116666666666667
MALE,29,0,12,8.15
MALE,29,0,13,9.933333333333334
MALE,29,0,14,10.133333333333333
MALE,29,0,15,8.433333333333334
MALE,29,0,16,5.583333333333334
MALE,29,0,17,7.916666666666667
MALE,29,0,18,8.283333333333333
MALE,29,0,19,9.566666666666666
MALE,29,0,20,7.45
MALE,29,0,21,6.3999999999999995
MALE,50,1,1,2.3666666666666667
MALE,50,1,2,5.216666666666667
MALE,50,1,5,0.8
MALE,50,1,7,1.6166666666666667
MALE,50,1,8,4.116666666666666
MALE,50,1,9,2.033333333333333
MALE,50,1,12,4.75
MALE,50,1,14,2.816666666666667
MALE,50,1,15,5.133333333333333
MALE,50,1,16,2.3333333333333335
MALE,50,1,19,2.0
MALE,50,1,21,0.9000000000000001
FEMALE,29,3,2,6.233333333333333
FEMALE,29,3,3,9.116666666666667
FEMALE,29,3,4,5.233333333333334
FEMALE,29,3,5,4.75
FEMALE,29,3,6,7.183333333333334
FEMALE,29,3,7,7.866666666666666
FEMALE,29,3,8,6.416666666666666
FEMALE,29,3,9,6.55
FEMALE,29,3,10,8.466666666666667
FEMALE,29,3,11,5.716666666666667
FEMALE,29,3,12,7.816666666666666
FEMALE,29,3,13,9.233333333333333
FEMALE,29,3,14,5.316666666666666
FEMALE,29,3,15,6.533333333333333
FEMALE,29,3,16,7.966666666666667
FEMALE,29,3,17,7.2333333333333325
FEMALE,29,3,18,7.4
FEMALE,29,3,19,7.583333333333333
FEMALE,29,3,20,6.9
FEMALE,29,3,21,8.333333333333332
MALE,42,2,1,4.8
MALE,42,2,2,4.55
MALE,42,2,4,8.5
MALE,42,2,5,2.916666666666667
MALE,42,2,6,0.5
MALE,42,2,7,3.566666666666667
MALE,42,2,8,0.7666666666666666
MALE,42,2,9,4.966666666666667
MALE,42,2,11,8.383333333333333
MALE,42,2,12,2.083333333333333
MALE,42,2,13,1.1
MALE,42,2,14,5.3
MALE,42,2,15,2.35
MALE,42,2,18,8.233333333333334
MALE,42,2,19,3.8166666666666664
MALE,42,2,20,0.9833333333333334
MALE,42,2,21,3.1833333333333336
FEMALE,49,3,1,4.8
FEMALE,49,3,2,2.25
FEMALE,49,3,5,4.116666666666667
FEMALE,49,3,6,0.9333333333333333
FEMALE,49,3,7,5.5
FEMALE,49,3,8,1.0999999999999999
FEMALE,49,3,9,1.2000000000000002
FEMALE,49,3,12,0.9166666666666666
FEMALE,49,3,13,1.7500000000000002
FEMALE,49,3,14,4.183333333333334
FEMALE,49,3,15,1.1833333333333333
FEMALE,49,3,16,4.883333333333334
FEMALE,49,3,19,0.95
FEMALE,49,3,20,2.05
FEMALE,49,3,21,3.7333333333333334
MALE,18,0,1,10.383333333333333
MALE,18,0,2,6.866666666666666
MALE,18,0,5,8.316666666666666
MALE,18,0,6,5.216666666666666
MALE,18,0,8,8.383333333333333
MALE,18,0,10,5.883333333333334
MALE,18,0,11,7.633333333333334
MALE,18,0,12,6.033333333333333
MALE,18,0,13,6.2
MALE,18,0,14,7.55
MALE,18,0,15,7.116666666666666
MALE,18,0,16,8.35
MALE,18,0,18,10.383333333333333
MALE,18,0,19,8.216666666666667
MALE,18,0,20,6.966666666666667
MALE,18,0,21,8.516666666666666
MALE,45,0,1,5.25
MALE,45,0,2,6.5
MALE,45,0,3,5.2666666666666675
MALE,45,0,4,6.383333333333334
MALE,45,0,6,8.649999999999999
MALE,45,0,7,5.816666666666667
MALE,45,0,8,8.216666666666667
MALE,45,0,9,5.833333333333333
MALE,45,0,10,8.8
MALE,45,0,11,7.4
MALE,45,0,13,4.983333333333333
MALE,45,0,14,6.550000000000001
MALE,45,0,15,7.833333333333333
MALE,45,0,16,8.033333333333333
MALE,45,0,17,8.2
MALE,45,0,18,4.6
MALE,45,0,19,8.783333333333333
MALE,45,0,20,7.833333333333334
MALE,45,0,21,8.216666666666667
FEMALE,21,0,1,1.7999999999999998
FEMALE,21,0,2,2.6166666666666667
FEMALE,21,0,3,1.9
FEMALE,21,0,4,1.3666666666666667
FEMALE,21,0,5,3.05
FEMALE,21,0,6,3.033333333333333
FEMALE,21,0,7,3.4833333333333334
FEMALE,21,0,8,1.6833333333333331
FEMALE,21,0,10,0.8666666666666667
FEMALE,21,0,11,1.9500000000000002
FEMALE,21,0,12,1.3833333333333333
FEMALE,21,0,13,1.6333333333333333
FEMALE,21,0,14,1.2
FEMALE,21,0,15,4.433333333333334
FEMALE,21,0,16,4.283333333333333
FEMALE,21,0,17,1.3833333333333333
FEMALE,21,0,18,4.433333333333334
FEMALE,21,0,19,4.05
FEMALE,21,0,20,0.9666666666666667
FEMALE,21,0,21,0.9166666666666667
MALE,73,0,1,1.25
MALE,73,0,2,4.416666666666667
MALE,73,0,3,7.366666666666666
MALE,73,0,5,2.6833333333333336
MALE,73,0,6,4.533333333333333
MALE,73,0,7,3.8833333333333333
MALE,73,0,8,2.6666666666666665
MALE,73,0,9,1.2166666666666668
MALE,73,0,10,6.116666666666667
MALE,73,0,12,2.8833333333333337
MALE,73,0,13,1.3166666666666667
MALE,73,0,14,0.7
MALE,73,0,15,2.433333333333333
MALE,73,0,17,8.283333333333333
MALE,73,0,19,0.6499999999999999
MALE,73,0,20,3.8833333333333333
MALE,73,0,21,2.2333333333333334
MALE,46,4,1,6.316666666666666
MALE,46,4,5,5.783333333333333
MALE,46,4,6,5.183333333333334
MALE,46,4,7,7.016666666666667
MALE,46,4,8,6.716666666666667
MALE,46,4,12,6.116666666666667
MALE,46,4,13,5.916666666666666
MALE,46,4,14,6.083333333333333
MALE,46,4,15,8.433333333333334
MALE,46,4,19,6.033333333333333
MALE,46,4,20,10.15
MALE,46,4,21,7.1000000000000005
MALE,31,4,1,7.483333333333333
MALE,31,4,2,8.3
MALE,31,4,3,5.583333333333334
MALE,31,4,4,5.483333333333333
MALE,31,4,5,5.333333333333333
MALE,31,4,6,5.633333333333334
MALE,31,4,7,8.166666666666666
MALE,31,4,8,8.983333333333333
MALE,31,4,9,9.316666666666666
MALE,31,4,10,5.966666666666667
MALE,31,4,11,5.783333333333332
MALE,31,4,12,8.75
MALE,31,4,14,7.3
MALE,31,4,15,7.416666666666667
MALE,31,4,16,8.816666666666666
MALE,31,4,17,8.483333333333333
MALE,31,4,18,6.75
MALE,31,4,19,10.049999999999999
MALE,31,4,20,9.033333333333333
MALE,31,4,21,5.816666666666666
FEMALE,50,2,1,9.133333333333335
FEMALE,50,2,2,5.333333333333334
FEMALE,50,2,3,4.55
FEMALE,50,2,4,9.65
FEMALE,50,2,5,6.083333333333333
FEMALE,50,2,6,8.316666666666666
FEMALE,50,2,7,4.933333333333334
FEMALE,50,2,8,7.0166666666666675
FEMALE,50,2,9,6.133333333333334
FEMALE,50,2,10,6.4
FEMALE,50,2,11,8.833333333333332
FEMALE,50,2,12,7.116666666666666
FEMALE,50,2,13,6.033333333333333
FEMALE,50,2,14,6.083333333333334
FEMALE,50,2,15,5.633333333333333
FEMALE,50,2,16,9.183333333333334
FEMALE,50,2,17,6.766666666666667
FEMALE,50,2,18,8.866666666666667
FEMALE,50,2,19,4.666666666666666
FEMALE,50,2,20,6.383333333333333
FEMALE,50,2,21,8.366666666666667
MALE,31,1,1,3.45
MALE,31,1,2,5.199999999999999
MALE,31,1,3,5.6
MALE,31,1,5,0.8
MALE,31,1,6,1.0333333333333332
MALE,31,1,7,2.6666666666666665
MALE,31,1,8,4.633333333333333
MALE,31,1,9,1.85
MALE,31,1,10,10.15
MALE,31,1,12,0.75
MALE,31,1,13,3.4666666666666663
MALE,31,1,14,0.5166666666666666
MALE,31,1,15,1.0666666666666667
MALE,31,1,16,1.8666666666666667
MALE,31,1,17,5.966666666666667
MALE,31,1,19,2.7333333333333334
MALE,31,1,20,3.0
MALE,31,1,21,1.0
MALE,45,2,1,4.266666666666667
MALE,45,2,2,2.1333333333333333
MALE,45,2,3,8.366666666666667
MALE,45,2,5,3.4499999999999997
MALE,45,2,6,3.9499999999999997
MALE,45,2,7,1.0666666666666667
MALE,45,2,8,5.233333333333333
MALE,45,2,10,6.55
MALE,45,2,13,2.7833333333333337
MALE,45,2,14,4.033333333333333
MALE,45,2,15,4.6
MALE,45,2,16,2.3
MALE,45,2,17,6.533333333333333
MALE,45,2,19,4.066666666666666
MALE,45,2,20,1.0
MALE,45,2,21,3.8
MALE,64,1,1,1.8666666666666665
MALE,64,1,2,3.3166666666666664
MALE,64,1,5,4.366666666666667
MALE,64,1,6,2.15
MALE,64,1,7,2.8333333333333335
MALE,64,1,8,1.1333333333333333
MALE,64,1,9,3.0999999999999996
MALE,64,1,12,0.6833333333333333
MALE,64,1,13,4.016666666666667
MALE,64,1,14,1.1833333333333333
MALE,64,1,15,3.8166666666666664
MALE,64,1,16,4.933333333333334
MALE,64,1,19,4.966666666666667
MALE,64,1,20,5.816666666666666
MALE,64,1,21,0.35
MALE,21,0,1,3.8499999999999996
MALE,21,0,2,0.35
MALE,21,0,4,6.166666666666667
MALE,21,0,5,3.4
MALE,21,0,6,1.1666666666666667
MALE,21,0,7,0.9166666666666666
MALE,21,0,8,2.7833333333333337
MALE,21,0,9,5.433333333333334
MALE,21,0,11,8.183333333333334
MALE,21,0,12,5.116666666666667
MALE,21,0,13,2.7
MALE,21,0,14,3.35
MALE,21,0,15,1.1666666666666667
MALE,21,0,16,3.0166666666666666
MALE,21,0,18,8.533333333333333
MALE,21,0,19,5.566666666666666
MALE,21,0,20,2.55
MALE,52,3,1,0.8833333333333333
MALE,52,3,2,2.4
MALE,52,3,5,2.2666666666666666
MALE,52,3,6,1.9166666666666667
MALE,52,3,8,4.5
MALE,52,3,9,4.416666666666666
MALE,52,3,12,4.416666666666666
MALE,52,3,13,3.016666666666667
MALE,52,3,15,3.55
MALE,52,3,16,3.066666666666667
MALE,52,3,18,5.933333333333334
MALE,52,3,19,1.3166666666666667
MALE,52,3,21,5.300000000000001
FEMALE,22,0,2,1.5999999999999999
FEMALE,22,0,3,0.25
FEMALE,22,0,4,0.44999999999999996
FEMALE,22,0,5,1.3166666666666667
FEMALE,22,0,6,3.8000000000000003
FEMALE,22,0,7,1.9833333333333334
FEMALE,22,0,8,0.6166666666666667
FEMALE,22,0,9,0.8166666666666668
FEMALE,22,0,10,3.9499999999999997
FEMALE,22,0,11,4.133333333333334
FEMALE,22,0,12,3.2666666666666666
FEMALE,22,0,13,2.7
FEMALE,22,0,14,3.3499999999999996
FEMALE,22,0,15,4.166666666666667
FEMALE,22,0,16,3.916666666666667
FEMALE,22,0,17,1.1833333333333333
FEMALE,22,0,18,3.3
FEMALE,22,0,19,3.7
FEMALE,22,0,20,2.5
FEMALE,22,0,21,2.0
FEMALE,38,0,1,3.9333333333333336
FEMALE,38,0,2,2.6166666666666667
FEMALE,38,0,6,1.3666666666666667
FEMALE,38,0,7,2.283333333333333
FEMALE,38,0,8,2.8833333333333333
FEMALE,38,0,9,1.0833333333333335
FEMALE,38,0,12,3.8833333333333337
FEMALE,38,0,13,3.566666666666667
FEMALE,38,0,14,3.8
FEMALE,38,0,15,2.25
FEMALE,38,0,16,2.2666666666666666
FEMALE,38,0,19,2.3833333333333333
FEMALE,38,0,20,1.8833333333333335
FEMALE,38,0,21,0.7333333333333333
MALE,52,1,1,4.266666666666667
MALE,52,1,2,6.133333333333334
MALE,52,1,4,5.1499999999999995
MALE,52,1,5,4.2
MALE,52,1,6,7.366666666666666
MALE,52,1,7,5.216666666666667
MALE,52,1,8,4.883333333333334
MALE,52,1,9,4.633333333333333
MALE,52,1,10,5.583333333333334
MALE,52,1,11,5.1000000000000005
MALE,52,1,12,8.283333333333333
MALE,52,1,13,7.033333333333334
MALE,52,1,14,5.166666666666666
MALE,52,1,15,5.016666666666667
MALE,52,1,16,5.633333333333333
MALE,52,1,17,5.516666666666667
MALE,52,1,18,6.35
MALE,52,1,19,6.633333333333333
MALE,52,1,20,6.85
MALE,52,1,21,5.383333333333334
FEMALE,22,0,1,4.983333333333333
FEMALE,22,0,2,9.200000000000001
FEMALE,22,0,5,6.833333333333334
FEMALE,22,0,6,7.483333333333333
FEMALE,22,0,7,5.6000000000000005
FEMALE,22,0,8,8.55
FEMALE,22,0,9,9.033333333333333
FEMALE,22,0,12,8.066666666666666
FEMALE,22,0,13,8.75
FEMALE,22,0,14,5.883333333333334
FEMALE,22,0,15,8.166666666666668
FEMALE,22,0,16,8.366666666666665
FEMALE,22,0,19,5.466666666666667
FEMALE,22,0,20,4.966666666666667
MALE,38,2,1,4.25
MALE,38,2,2,2.9166666666666665
MALE,38,2,5,3.4000000000000004
MALE,38,2,6,5.1499999999999995
MALE,38,2,7,1.95
MALE,38,2,8,1.45
MALE,38,2,9,4.25
MALE,38,2,12,4.3
MALE,38,2,13,0.65
MALE,38,2,14,2.35
MALE,38,2,15,2.1166666666666667
MALE,38,2,16,3.0666666666666664
MALE,38,2,19,3.3833333333333333
MALE,38,2,20,2.8666666666666667
MALE,38,2,21,1.1333333333333333
MALE,21,0,1,7.25
MALE,21,0,2,7.2
MALE,21,0,3,7.066666666666666
MALE,21,0,4,7.883333333333334
MALE,21,0,5,5.8
MALE,21,0,6,7.266666666666667
MALE,21,0,7,6.566666666666666
MALE,21,0,8,8.4
MALE,21,0,9,8.45
MALE,21,0,10,8.116666666666667
MALE,21,0,11,10.333333333333334
MALE,21,0,12,7.9
MALE,21,0,13,7.883333333333334
MALE,21,0,14,6.466666666666667
MALE,21,0,16,8.833333333333332
MALE,21,0,17,10.433333333333332
MALE,21,0,18,9.366666666666667
MALE,21,0,20,7.65
MALE,21,0,21,8.016666666666667
MALE,35,1,1,7.633333333333334
MALE,35,1,2,7.216666666666667
MALE,35,1,3,10.283333333333333
MALE,35,1,4,6.516666666666667
MALE,35,1,5,6.7
MALE,35,1,6,9.8
MALE,35,1,7,6.7666666666666675
MALE,35,1,8,6.733333333333333
MALE,35,1,9,6.966666666666667
MALE,35,1,10,7.183333333333333
MALE,35,1,11,9.233333333333333
MALE,35,1,12,8.083333333333334
MALE,35,1,13,8.066666666666666
MALE,35,1,14,6.283333333333333
MALE,35,1,15,7.1
MALE,35,1,16,10.116666666666667
MALE,35,1,17,7.733333333333333
MALE,35,1,18,10.45
MALE,35,1,19,8.4
MALE,35,1,20,6.066666666666667
MALE,31,4,2,2.466666666666667
MALE,31,4,5,5.55
MALE,31,4,6,4.7
MALE,31,4,7,4.6
MALE,31,4,8,2.533333333333333
MALE,31,4,9,2.5166666666666666
MALE,31,4,12,3.9
MALE,31,4,14,1.85
MALE,31,4,15,1.5999999999999999
MALE,31,4,16,0.75
MALE,31,4,19,4.45
MALE,31,4,20,0.6833333333333333
MALE,31,4,21,2.1333333333333333
MALE,26,0,1,10.75
MALE,26,0,2,9.416666666666666
MALE,26,0,4,6.5
MALE,26,0,5,5.750000000000001
MALE,26,0,6,6.033333333333333
MALE,26,0,7,5.966666666666667
MALE,26,0,8,9.066666666666666
MALE,26,0,9,5.9
MALE,26,0,11,5.35
MALE,26,0,12,8.083333333333334
MALE,26,0,13,7.233333333333334
MALE,26,0,14,6.033333333333333
MALE,26,0,15,9.116666666666667
MALE,26,0,16,10.4
MALE,26,0,18,8.966666666666667
MALE,26,0,19,10.350000000000001
MALE,26,0,20,6.583333333333333
MALE,26,0,21,5.783333333333333
MALE,37,0,1,2.15
MALE,37,0,2,1.9166666666666665
MALE,37,0,5,1.1833333333333333
MALE,37,0,6,4.283333333333333
MALE,37,0,8,4.5
MALE,37,0,9,3.566666666666667
MALE,37,0,12,4.0
MALE,37,0,13,3.8333333333333335
MALE,37,0,15,0.26666666666666666
MALE,37,0,16,3.0999999999999996
MALE,37,0,19,3.5833333333333335
MALE,37,0,20,4.083333333333333
MALE,31,2,1,5.15
MALE,31,2,2,4.916666666666667
MALE,31,2,3,9.533333333333333
MALE,31,2,4,7.533333333333333
MALE,31,2,5,1.45
MALE,31,2,6,4.533333333333333
MALE,31,2,7,4.166666666666667
MALE,31,2,8,2.5333333333333337
MALE,31,2,9,4.383333333333333
MALE,31,2,10,7.1
MALE,31,2,11,8.766666666666667
MALE,31,2,12,5.15
MALE,31,2,13,1.1833333333333333
MALE,31,2,14,4.266666666666667
MALE,31,2,15,3.783333333333333
MALE,31,2,16,1.9
MALE,31,2,17,6.15
MALE,31,2,18,10.216666666666667
MALE,31,2,19,3.3666666666666667
MALE,31,2,20,5.233333333333333
MALE,31,2,21,5.383333333333334
MALE,51,4,1,2.666666666666667
MALE,51,4,2,1.8333333333333333
MALE,51,4,5,3.283333333333333
MALE,51,4,6,4.5
MALE,51,4,7,0.15000000000000002
MALE,51,4,8,5.483333333333333
MALE,51,4,9,1.95
MALE,51,4,12,1.3833333333333333
MALE,51,4,13,4.333333333333333
MALE,51,4,14,0.5833333333333334
MALE,51,4,15,2.183333333333333
MALE,51,4,16,1.25
MALE,51,4,19,5.183333333333334
MALE,51,4,20,4.75
MALE,51,4,21,1.5833333333333335
FEMALE,26,3,1,2.9833333333333334
FEMALE,26,3,2,2.966666666666667
FEMALE,26,3,5,3.1166666666666667
FEMALE,26,3,6,5.05
FEMALE,26,3,7,4.983333333333334
FEMALE,26,3,8,4.1000000000000005
FEMALE,26,3,9,5.016666666666666
FEMALE,26,3,12,1.7166666666666668
FEMALE,26,3,13,1.8166666666666669
FEMALE,26,3,14,4.233333333333333
FEMALE,26,3,15,1.7666666666666666
FEMALE,26,3,16,1.3
FEMALE,26,3,19,4.833333333333333
FEMALE,26,3,20,1.2833333333333332
FEMALE,26,3,21,4.633333333333334
FEMALE,35,1,1,2.5666666666666664
FEMALE,35,1,2,0.6166666666666667
FEMALE,35,1,5,1.4
FEMALE,35,1,6,2.3499999999999996
FEMALE,35,1,7,2.066666666666667
FEMALE,35,1,8,5.55
FEMALE,35,1,9,4.050000000000001
FEMALE,35,1,12,2.8833333333333333
FEMALE,35,1,13,0.95
FEMALE,35,1,14,1.05
FEMALE,35,1,15,5.216666666666667
FEMALE,35,1,16,2.8499999999999996
FEMALE,35,1,19,3.0
FEMALE,35,1,20,0.8166666666666667
FEMALE,35,1,21,3.3166666666666664
FEMALE,24,0,1,1.15
FEMALE,24,0,2,4.233333333333333
FEMALE,24,0,5,4.133333333333333
FEMALE,24,0,6,3.4666666666666663
FEMALE,24,0,7,1.2000000000000002
FEMALE,24,0,8,4.783333333333333
FEMALE,24,0,12,0.8833333333333333
FEMALE,24,0,13,0.9
FEMALE,24,0,14,0.8500000000000001
FEMALE,24,0,15,0.5
FEMALE,24,0,16,3.7333333333333334
FEMALE,24,0,19,3.55
FEMALE,24,0,20,4.316666666666666
FEMALE,24,0,21,4.416666666666667
FEMALE,51,1,1,2.65
FEMALE,51,1,2,3.183333333333333
FEMALE,51,1,5,3.5666666666666664
FEMALE,51,1,6,2.8166666666666664
FEMALE,51,1,7,1.55
FEMALE,51,1,8,2.6333333333333333
FEMALE,51,1,9,3.9
FEMALE,51,1,12,4.4
FEMALE,51,1,13,1.75
FEMALE,51,1,15,0.6833333333333333
FEMALE,51,1,16,3.2166666666666663
FEMALE,51,1,19,4.633333333333334
FEMALE,51,1,20,4.366666666666666
FEMALE,51,1,21,3.6166666666666667
FEMALE,27,1,1,2.466666666666667
FEMALE,27,1,2,5.883333333333334
FEMALE,27,1,6,4.133333333333333
FEMALE,27,1,7,3.1166666666666667
FEMALE,27,1,8,4.733333333333333
FEMALE,27,1,9,3.8666666666666663
FEMALE,27,1,12,4.3500000000000005
FEMALE,27,1,13,4.133333333333333
FEMALE,27,1,14,3.7
FEMALE,27,1,15,4.833333333333334
FEMALE,27,1,16,2.033333333333333
FEMALE,27,1,19,2.9333333333333336
FEMALE,27,1,20,1.4333333333333333
FEMALE,27,1,21,1.45
FEMALE,21,0,1,0.8833333333333333
FEMALE,21,0,2,0.4833333333333333
FEMALE,21,0,5,3.9333333333333336
FEMALE,21,0,6,4.216666666666667
FEMALE,21,0,8,3.066666666666667
FEMALE,21,0,9,3.1333333333333333
FEMALE,21,0,12,4.033333333333333
FEMALE,21,0,13,4.25
FEMALE,21,0,14,3.3499999999999996
FEMALE,21,0,15,3.8333333333333335
FEMALE,21,0,16,2.7
FEMALE,21,0,19,3.7666666666666666
FEMALE,21,0,21,1.8499999999999999
FEMALE,25,0,1,2.1166666666666667
FEMALE,25,0,2,2.35
FEMALE,25,0,5,1.7000000000000002
FEMALE,25,0,6,2.3833333333333333
FEMALE,25,0,7,2.3
FEMALE,25,0,8,1.2833333333333334
FEMALE,25,0,9,2.166666666666667
FEMALE,25,0,12,0.5833333333333334
FEMALE,25,0,13,0.7833333333333334
FEMALE,25,0,14,3.9833333333333334
FEMALE,25,0,15,0.43333333333333335
FEMALE,25,0,16,0.3666666666666667
FEMALE,25,0,19,4.216666666666667
FEMALE,25,0,21,3.5500000000000003
MALE,18,0,1,2.6833333333333336
MALE,18,0,2,4.633333333333334
MALE,18,0,3,7.633333333333333
MALE,18,0,4,6.449999999999999
MALE,18,0,5,4.416666666666666
MALE,18,0,7,3.9000000000000004
MALE,18,0,9,3.666666666666667
MALE,18,0,11,6.883333333333334
MALE,18,0,12,3.2666666666666666
MALE,18,0,14,1.1166666666666667
MALE,18,0,15,2.716666666666667
MALE,18,0,16,4.533333333333333
MALE,18,0,17,7.75
MALE,18,0,18,5.616666666666666
MALE,18,0,19,4.783333333333334
MALE,18,0,20,3.7
MALE,18,0,21,4.7
MALE,23,1,1,9.283333333333333
MALE,23,1,2,11.466666666666667
MALE,23,1,3,7.199999999999999
MALE,23,1,4,8.65
MALE,23,1,5,9.166666666666668
MALE,23,1,6,8.616666666666667
MALE,23,1,7,10.566666666666666
MALE,23,1,8,11.583333333333334
MALE,23,1,9,10.4
MALE,23,1,10,10.116666666666667
MALE,23,1,11,7.283333333333333
MALE,23,1,13,8.183333333333334
MALE,23,1,14,9.433333333333332
MALE,23,1,15,8.1
MALE,23,1,16,7.85
MALE,23,1,17,9.966666666666667
MALE,23,1,18,10.366666666666667
MALE,23,1,19,7.933333333333334
MALE,23,1,20,10.833333333333334
MALE,23,1,21,10.116666666666667
MALE,36,0,2,5.233333333333333
MALE,36,0,5,5.7
MALE,36,0,6,4.45
MALE,36,0,7,6.383333333333334
MALE,36,0,8,7.383333333333334
MALE,36,0,9,8.0
MALE,36,0,13,4.283333333333333
MALE,36,0,14,7.383333333333333
MALE,36,0,15,7.166666666666667
MALE,36,0,16,8.433333333333334
MALE,36,0,17,0.3333333333333333
MALE,36,0,19,5.266666666666667
MALE,36,0,20,6.566666666666666
MALE,22,2,1,5.133333333333334
MALE,22,2,2,4.166666666666667
MALE,22,2,5,4.683333333333334
MALE,22,2,6,6.433333333333333
MALE,22,2,7,2.7166666666666663
MALE,22,2,8,2.9333333333333336
MALE,22,2,9,1.9333333333333333
MALE,22,2,12,5.116666666666666
MALE,22,2,13,4.216666666666667
MALE,22,2,14,4.433333333333334
MALE,22,2,15,5.05
MALE,22,2,16,3.55
MALE,22,2,19,3.7833333333333337
MALE,22,2,20,6.083333333333333
MALE,22,2,21,1.4166666666666667
MALE,22,0,5,8.133333333333333
MALE,22,0,6,10.6
MALE,22,0,7,7.1499999999999995
MALE,22,0,8,7.95
MALE,22,0,9,7.8999999999999995
MALE,22,0,12,6.55
MALE,22,0,13,8.25
MALE,22,0,14,8.133333333333333
MALE,22,0,15,8.2
MALE,22,0,16,9.433333333333334
MALE,22,0,17,0.06666666666666667
MALE,22,0,19,7.033333333333333
MALE,22,0,20,8.183333333333334
MALE,22,0,21,8.35
FEMALE,23,1,2,3.3333333333333335
FEMALE,23,1,5,4.9
FEMALE,23,1,6,5.3500000000000005
FEMALE,23,1,7,5.15
FEMALE,23,1,8,4.05
FEMALE,23,1,9,2.466666666666667
FEMALE,23,1,12,2.5500000000000003
FEMALE,23,1,13,0.6333333333333333
FEMALE,23,1,15,5.4
FEMALE,23,1,16,2.8666666666666667
FEMALE,23,1,19,1.1
FEMALE,23,1,20,4.666666666666666
FEMALE,23,1,21,5.366666666666666
FEMALE,39,1,1,2.333333333333333
FEMALE,39,1,2,3.966666666666667
FEMALE,39,1,5,1.1833333333333333
FEMALE,39,1,6,2.783333333333333
FEMALE,39,1,7,5.55
FEMALE,39,1,8,3.0
FEMALE,39,1,9,2.85
FEMALE,39,1,12,3.733333333333333
FEMALE,39,1,13,4.883333333333334
FEMALE,39,1,14,2.35
FEMALE,39,1,15,3.85
FEMALE,39,1,16,0.55
FEMALE,39,1,19,1.25
FEMALE,39,1,20,4.0
FEMALE,39,1,21,3.9833333333333334
MALE,41,2,2,3.6833333333333336
MALE,41,2,5,2.8000000000000003
MALE,41,2,6,1.05
MALE,41,2,8,3.0
MALE,41,2,9,1.4333333333333333
MALE,41,2,12,0.43333333333333335
MALE,41,2,13,2.45
MALE,41,2,14,5.066666666666667
MALE,41,2,15,5.683333333333333
MALE,41,2,16,4.916666666666666
MALE,41,2,19,3.3499999999999996
MALE,41,2,20,2.033333333333333
MALE,41,2,21,5.166666666666667
MALE,49,4,1,8.45
MALE,49,4,5,6.183333333333333
MALE,49,4,6,6.983333333333334
MALE,49,4,7,5.5166666666666675
MALE,49,4,8,5.566666666666667
MALE,49,4,12,9.383333333333335
MALE,49,4,13,8.95
MALE,49,4,14,10.166666666666666
MALE,49,4,15,5.300000000000001
MALE,49,4,19,7.466666666666667
MALE,49,4,20,10.133333333333333
MALE,49,4,21,7.466666666666667
MALE,28,0,1,5.65
MALE,28,0,2,5.933333333333333
MALE,28,0,3,8.783333333333333
MALE,28,0,4,6.85
MALE,28,0,5,7.333333333333334
MALE,28,0,6,10.133333333333333
